,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_smote_on_disbalanced,f1_test_smote_on_population
490,Random Forest,california,500,0.4,0.5294117647058824,0.5886913514236065,0.7941176470588235,0.7504208754208754
491,Neural Net,california,500,0.4,0.5866666666666667,0.6574912110105467,0.5111111111111111,0.6814739295077192
492,AdaBoost,california,500,0.4,0.5641025641025641,0.7189057609829604,0.8082901554404145,0.7924170616113744
493,Naive Bayes,california,500,0.4,0.5263157894736842,0.7142203234665853,0.5027932960893855,0.7049899605860043
494,QDA,california,500,0.4,0.631578947368421,0.8131827439363081,0.6789667896678967,0.7990962808481057
495,XGB,california,500,0.4,0.5555555555555556,0.7437414656349568,1.0,0.8036893407399643
496,Nearest Neighbors,california,500,0.6,0.22641509433962265,0.40581046806548304,0.75,0.4874356645473812
497,Decision Tree,california,500,0.6,0.64,0.7147721032399781,0.8588957055214724,0.7827589517135451
498,Random Forest,california,500,0.6,0.5909090909090909,0.6988121839350817,0.8673139158576052,0.7924602782986282
499,Neural Net,california,500,0.6,0.32558139534883723,0.47827267789244976,0.45871559633027525,0.4341394025604552
500,AdaBoost,california,500,0.6,0.75,0.7966769624028118,0.8701298701298701,0.8109621924384877
501,Naive Bayes,california,500,0.6,0.5319148936170213,0.69408379535406,0.5995893223819302,0.6971726715081435
502,QDA,california,500,0.6,0.5813953488372093,0.759257821597702,0.6823529411764706,0.7652486706287144
503,XGB,california,500,0.6,0.76,0.7898157025673804,1.0,0.8205076953827704
504,Nearest Neighbors,california,500,0.8,0.5063291139240507,0.4681160927910122,0.780952380952381,0.49787023278850917
505,Decision Tree,california,500,0.8,0.7123287671232876,0.6976950354609929,0.9077669902912622,0.7700253164556962
506,Random Forest,california,500,0.8,0.72,0.7519797275894837,0.8943488943488943,0.794281658724526
507,Neural Net,california,500,0.8,0.5964912280701754,0.6669978708303762,0.24786324786324787,0.23653782623059136
508,AdaBoost,california,500,0.8,0.868421052631579,0.8089460913598481,0.885,0.8225273073454253
509,Naive Bayes,california,500,0.8,0.7901234567901234,0.7534795444959933,0.7531914893617021,0.7654991243432574
510,QDA,california,500,0.8,0.813953488372093,0.8361093217999448,0.787746170678337,0.8198616341185743
511,XGB,california,500,0.8,0.8717948717948718,0.8214882943143813,1.0,0.8279547790339157
512,Nearest Neighbors,california,500,1.0,0.5142857142857142,0.5228026927088272,0.782258064516129,0.5135840665184183
513,Decision Tree,california,500,1.0,0.75,0.7429249950524441,0.8884826325411335,0.7863432165318958
514,Random Forest,california,500,1.0,0.7368421052631579,0.7714313515617398,0.8646464646464647,0.7786910197869102
515,Neural Net,california,500,1.0,0.6771653543307087,0.6874239496099063,0.6853146853146853,0.6672457570493118
516,AdaBoost,california,500,1.0,0.8314606741573034,0.8195033313143549,0.89738430583501,0.8240334591451597
517,Naive Bayes,california,500,1.0,0.7555555555555555,0.7326607818411097,0.7370689655172413,0.7233315536572343
518,QDA,california,500,1.0,0.8333333333333334,0.8278238197225067,0.8576923076923076,0.8272437699081882
519,XGB,california,500,1.0,0.8314606741573034,0.839584996009577,1.0,0.8418112906443248
520,Nearest Neighbors,california,1000,0.2,0.12903225806451613,0.14769535767388073,0.6195286195286195,0.45633681490255196
521,Decision Tree,california,1000,0.2,0.6470588235294118,0.6206984126984127,0.7351778656126482,0.7401095556908095
522,Random Forest,california,1000,0.2,0.4666666666666667,0.517963224893918,0.6986899563318777,0.742609637249594
523,Neural Net,california,1000,0.2,0.0,0.03414911781445646,0.39751552795031053,0.7201595581466708
524,AdaBoost,california,1000,0.2,0.6470588235294118,0.6715885320536483,0.7521367521367521,0.8019053536294916
525,Naive Bayes,california,1000,0.2,0.5,0.6813887307911213,0.5016501650165016,0.7363663162032033
526,QDA,california,1000,0.2,0.6818181818181818,0.8103981844439859,0.6764705882352942,0.8247663551401869
527,XGB,california,1000,0.2,0.6486486486486487,0.7071342200725514,1.0,0.7723847517730497
528,Nearest Neighbors,california,1000,0.4,0.18181818181818182,0.3263129832044788,0.7033398821218074,0.5032297133629391
529,Decision Tree,california,1000,0.4,0.5,0.6645646373999515,0.8188235294117647,0.7909987055660659
530,Random Forest,california,1000,0.4,0.5245901639344263,0.6718730933496034,0.7801418439716312,0.789991961414791
531,Neural Net,california,1000,0.4,0.19047619047619047,0.08296622613803231,0.6135693215339233,0.6339393939393939
532,AdaBoost,california,1000,0.4,0.5538461538461539,0.7835478943923194,0.7885985748218527,0.8171331126492125
533,Naive Bayes,california,1000,0.4,0.4523809523809524,0.7337174104091397,0.5180722891566265,0.7337993873222842
534,QDA,california,1000,0.4,0.6666666666666666,0.8125533003581784,0.660958904109589,0.800465580312604
535,XGB,california,1000,0.4,0.6461538461538462,0.8084922010398613,1.0,0.8206561109386319
536,Nearest Neighbors,california,1000,0.6,0.35185185185185186,0.4061678221372221,0.762481089258699,0.5029180921714631
537,Decision Tree,california,1000,0.6,0.7301587301587301,0.7674842894790188,0.8539325842696629,0.7692457991402891
538,Random Forest,california,1000,0.6,0.7457627118644068,0.7321850726106045,0.8295819935691319,0.7971403038427167
539,Neural Net,california,1000,0.6,0.41379310344827586,0.4272038862694671,0.7339130434782609,0.7228657228657228
540,AdaBoost,california,1000,0.6,0.7936507936507936,0.7904990103135743,0.8309636650868878,0.819925621452339
541,Naive Bayes,california,1000,0.6,0.7441860465116279,0.7223509585001053,0.6973293768545994,0.7446605644546148
542,QDA,california,1000,0.6,0.7913669064748201,0.8221704704238473,0.7799442896935933,0.8265232974910395
543,XGB,california,1000,0.6,0.7936507936507936,0.8241544906508634,1.0,0.830151153540175
544,Nearest Neighbors,california,1000,0.8,0.4713375796178344,0.4861125668168955,0.7610837438423645,0.5185404339250493
545,Decision Tree,california,1000,0.8,0.6808510638297872,0.7598873004278409,0.8549618320610687,0.767639902676399
546,Random Forest,california,1000,0.8,0.7,0.7488242838820008,0.8337468982630273,0.7788785417079453
547,Neural Net,california,1000,0.8,0.43859649122807015,0.5870876652547812,0.6359143327841845,0.6702821445733507
548,AdaBoost,california,1000,0.8,0.7397260273972602,0.80810147299509,0.8437884378843789,0.8161538461538461
549,Naive Bayes,california,1000,0.8,0.5633802816901409,0.7105490704712495,0.7597911227154047,0.7397489539748954
550,QDA,california,1000,0.8,0.7636363636363637,0.8153174987881726,0.826945412311266,0.8294588060256649
551,XGB,california,1000,0.8,0.7808219178082192,0.8343871099326943,1.0,0.844934527911785
552,Nearest Neighbors,california,1000,1.0,0.5581395348837209,0.517971633961531,0.7738693467336684,0.536599313762867
553,Decision Tree,california,1000,1.0,0.8137254901960784,0.7813664596273292,0.8539094650205762,0.7808301584118709
554,Random Forest,california,1000,1.0,0.8207547169811321,0.8000810208628721,0.8422131147540983,0.8006069802731411
555,Neural Net,california,1000,1.0,0.7220216606498195,0.670740272510184,0.6727272727272727,0.6458866748302349
556,AdaBoost,california,1000,1.0,0.8847926267281107,0.8327036714133488,0.8648648648648649,0.8389129578574241
557,Naive Bayes,california,1000,1.0,0.7716535433070866,0.7422978177150192,0.7376116978066612,0.7407992418259358
558,QDA,california,1000,1.0,0.8298755186721992,0.8111342351716961,0.8126649076517151,0.8108575380359613
559,XGB,california,1000,1.0,0.867579908675799,0.8520408163265306,1.0,0.8617262080503887
560,Nearest Neighbors,california,2000,0.2,0.1724137931034483,0.14712798118911655,0.6608996539792388,0.46189427312775333
561,Decision Tree,california,2000,0.2,0.631578947368421,0.6680254166167127,0.6903353057199211,0.7814852492370296
562,Random Forest,california,2000,0.2,0.4745762711864407,0.4934876989869754,0.6943866943866944,0.7765902251738093
563,Neural Net,california,2000,0.2,0.5,0.5676269215863583,0.4298850574712644,0.7557475949779879
564,AdaBoost,california,2000,0.2,0.6578947368421053,0.6846646942800789,0.6446280991735537,0.7965651196074423
565,Naive Bayes,california,2000,0.2,0.37037037037037035,0.3454083253892596,0.5377643504531722,0.5547990922440261
566,QDA,california,2000,0.2,0.4745762711864407,0.42240338164251207,0.6187845303867403,0.6634662727720335
567,XGB,california,2000,0.2,0.8157894736842105,0.7522248243559719,0.9975062344139651,0.811665949203616
568,Nearest Neighbors,california,2000,0.4,0.2753623188405797,0.3287374966207083,0.7238493723849372,0.4903795605088844
569,Decision Tree,california,2000,0.4,0.7044025157232704,0.7418109628322488,0.7786666666666666,0.7483856602093075
570,Random Forest,california,2000,0.4,0.6,0.6551122194513715,0.7755102040816326,0.7835325365205843
571,Neural Net,california,2000,0.4,0.49829351535836175,0.6814848076635234,0.6659551760939167,0.759141033081834
572,AdaBoost,california,2000,0.4,0.7581699346405228,0.769453734671126,0.7762237762237763,0.8225453096992631
573,Naive Bayes,california,2000,0.4,0.5584905660377358,0.7341387310984879,0.5105540897097626,0.7094774774774775
574,QDA,california,2000,0.4,0.7475728155339806,0.821608040201005,0.6779661016949152,0.8096505537906757
575,XGB,california,2000,0.4,0.8129032258064516,0.825219815569376,1.0,0.8474300254452927
576,Nearest Neighbors,california,2000,0.6,0.4074074074074074,0.4287383177570093,0.7594740912606341,0.5214508188485883
577,Decision Tree,california,2000,0.6,0.660377358490566,0.7356020942408377,0.8028391167192429,0.8060829135993801
578,Random Forest,california,2000,0.6,0.6292134831460674,0.6757654002213206,0.7983606557377049,0.7843495934959349
579,Neural Net,california,2000,0.6,0.171875,0.2150316726587913,0.7214765100671141,0.7407945233896899
580,AdaBoost,california,2000,0.6,0.7927927927927928,0.8072704481353807,0.819935691318328,0.8413725490196079
581,Naive Bayes,california,2000,0.6,0.6644518272425249,0.7371409485637943,0.641399416909621,0.7233341182010831
582,QDA,california,2000,0.6,0.7266187050359713,0.8084744320598996,0.7163029525032092,0.793449637919684
583,XGB,california,2000,0.6,0.8281938325991189,0.8455486542443064,0.9975020815986678,0.851008064516129
584,Nearest Neighbors,california,2000,0.8,0.37942122186495175,0.47107258938244856,0.7577791336180598,0.5232303090727817
585,Decision Tree,california,2000,0.8,0.7083333333333334,0.7674118658641444,0.8382630585273757,0.784364432066839
586,Random Forest,california,2000,0.8,0.7010309278350515,0.7582785028583756,0.8290816326530612,0.7905991527133347
587,Neural Net,california,2000,0.8,0.6515580736543909,0.7266031974133286,0.669452181987001,0.7016604177825388
588,AdaBoost,california,2000,0.8,0.7868852459016393,0.8265139116202946,0.8471177944862155,0.8288396245256641
589,Naive Bayes,california,2000,0.8,0.6753246753246753,0.7446249794846546,0.6240450341777242,0.6746292692746427
590,QDA,california,2000,0.8,0.7479674796747967,0.8185515272129446,0.746078431372549,0.7770318300292236
591,XGB,california,2000,0.8,0.7947882736156352,0.8613711869525823,1.0,0.8683561778917267
592,Nearest Neighbors,california,2000,1.0,0.524822695035461,0.532458763383814,0.7687687687687688,0.5466692486444616
593,Decision Tree,california,2000,1.0,0.8029925187032418,0.7784394250513347,0.8177966101694916,0.7776072049943711
594,Random Forest,california,2000,1.0,0.7980535279805353,0.8057971014492754,0.8457661290322581,0.8155802861685215
595,Neural Net,california,2000,1.0,0.7607655502392344,0.7561787551699788,0.7125506072874493,0.706557941885839
596,AdaBoost,california,2000,1.0,0.8353221957040573,0.8306514913657771,0.8489351163942546,0.8371508649850198
597,Naive Bayes,california,2000,1.0,0.7040816326530612,0.6845294196849333,0.6889044943820225,0.688228912394901
598,QDA,california,2000,1.0,0.7626168224299066,0.7542814032440589,0.7564604541895067,0.7601706536644827
599,XGB,california,2000,1.0,0.8716707021791767,0.8598871175363897,0.999,0.8713322759714512
600,Nearest Neighbors,california,3000,0.2,0.14285714285714285,0.1769594264298517,0.6795180722891566,0.47061447529831607
601,Decision Tree,california,3000,0.2,0.5301204819277109,0.6194803532573915,0.6776406035665294,0.7805076142131979
602,Random Forest,california,3000,0.2,0.5277777777777778,0.519807583474816,0.643646408839779,0.7543896763274804
603,Neural Net,california,3000,0.2,0.2903225806451613,0.4864632574129781,0.586552217453505,0.7214160070360598
604,AdaBoost,california,3000,0.2,0.627906976744186,0.6667501251877817,0.6593103448275862,0.7982815057283142
605,Naive Bayes,california,3000,0.2,0.29508196721311475,0.3442596991290578,0.5454545454545454,0.5666006600660066
606,QDA,california,3000,0.2,0.3050847457627119,0.4067487460100319,0.6073500967117988,0.6511396188815544
607,XGB,california,3000,0.2,0.6976744186046512,0.7537593984962406,0.9933774834437086,0.8182012847965738
608,Nearest Neighbors,california,3000,0.4,0.27932960893854747,0.33546979408154914,0.7480916030534351,0.5183064021272243
609,Decision Tree,california,3000,0.4,0.6948356807511737,0.761262707330123,0.790468364831553,0.7819093377898475
610,Random Forest,california,3000,0.4,0.6206896551724138,0.6674867757411735,0.7364217252396166,0.7661661048115231
611,Neural Net,california,3000,0.4,0.6445497630331753,0.7033307513555384,0.6831955922865014,0.7680997580495068
612,AdaBoost,california,3000,0.4,0.7628865979381443,0.7820357966399473,0.784375,0.8174327409907673
613,Naive Bayes,california,3000,0.4,0.5032258064516129,0.4779087938627646,0.6124497991967871,0.6248459452797633
614,QDA,california,3000,0.4,0.55,0.5656375838926174,0.7183908045977011,0.716365754222481
615,XGB,california,3000,0.4,0.7924528301886793,0.8364288729421697,0.9875311720698254,0.8462709284627092
616,Nearest Neighbors,california,3000,0.6,0.39655172413793105,0.4158463968890509,0.7607802874743327,0.5171040539160625
617,Decision Tree,california,3000,0.6,0.7299703264094956,0.7310800045521794,0.8074602303894679,0.7987264948761317
618,Random Forest,california,3000,0.6,0.723404255319149,0.7362182712736218,0.789330430048993,0.7881211878812119
619,Neural Net,california,3000,0.6,0.7272727272727273,0.7646568491247568,0.6940874035989717,0.7644295302013423
620,AdaBoost,california,3000,0.6,0.8054794520547945,0.8266008839551855,0.8174386920980926,0.8341639792827128
621,Naive Bayes,california,3000,0.6,0.6865671641791045,0.6925005698655118,0.693822739480752,0.7548951048951049
622,QDA,california,3000,0.6,0.7862407862407862,0.8257938446507084,0.7573696145124716,0.8215371254884932
623,XGB,california,3000,0.6,0.8257372654155496,0.8606481954810347,0.9916805324459235,0.863961813842482
624,Nearest Neighbors,california,3000,0.8,0.44789356984478934,0.5088633993743483,0.7820823244552058,0.5431341511673922
625,Decision Tree,california,3000,0.8,0.7318087318087318,0.7529192931693707,0.8151585460170147,0.800925497454882
626,Random Forest,california,3000,0.8,0.7682403433476395,0.7886619424760317,0.8198707592891761,0.803698296836983
627,Neural Net,california,3000,0.8,0.5955056179775281,0.6127017178552837,0.7134760705289672,0.7518202943454686
628,AdaBoost,california,3000,0.8,0.8115942028985508,0.8271379240300629,0.8385502471169687,0.832954657710165
629,Naive Bayes,california,3000,0.8,0.7124183006535948,0.7548867260979799,0.6883401062832135,0.7407694694384114
630,QDA,california,3000,0.8,0.7833622183708839,0.8274623803009576,0.7895287958115184,0.8200964222278609
631,XGB,california,3000,0.8,0.832271762208068,0.8660803517889266,0.9895876718034152,0.8752092977445091
632,Nearest Neighbors,california,3000,1.0,0.535593220338983,0.5444816053511705,0.7788558046169287,0.5537190082644629
633,Decision Tree,california,3000,1.0,0.7821782178217822,0.7951023531662521,0.8284023668639053,0.789463527595523
634,Random Forest,california,3000,1.0,0.7993197278911565,0.8056712274439818,0.8252889191026512,0.8017603520704141
635,Neural Net,california,3000,1.0,0.6954314720812182,0.7128841437022074,0.7185203952368888,0.712792580597674
636,AdaBoost,california,3000,1.0,0.8180300500834724,0.8338374475558591,0.8499178981937603,0.8320368769806972
637,Naive Bayes,california,3000,1.0,0.6770334928229665,0.6986130374479889,0.7017628592127505,0.7064803049555273
638,QDA,california,3000,1.0,0.7612551159618008,0.7804226569251316,0.7804482851741831,0.7829787234042553
639,XGB,california,3000,1.0,0.8705882352941177,0.8761848920160266,0.9913275517011341,0.8770147504151606
640,Nearest Neighbors,credit,100,0.2,0.0,0.08892802113141096,0.5161290322580645,0.5521854457386691
641,Decision Tree,credit,100,0.2,0.5,0.5101394169835235,0.7407407407407407,0.5695002871912694
642,Random Forest,credit,100,0.2,0.6666666666666666,0.37752215726947014,0.8333333333333334,0.6038304931382898
643,Neural Net,credit,100,0.2,0.0,0.020799630228795933,0.0,0.023030861354214647
644,AdaBoost,credit,100,0.2,0.4,0.31995434658550503,1.0,0.4714430550861778
645,Naive Bayes,credit,100,0.2,1.0,0.574036191974823,0.6666666666666666,0.6116328385337776
646,QDA,credit,100,0.2,0.0,0.0,0.0,0.0
647,XGB,credit,100,0.2,0.6666666666666666,0.33194075199392326,1.0,0.5660959432361561
648,Nearest Neighbors,credit,100,0.4,0.0,0.32114467408585057,0.6181818181818182,0.5216570282072466
649,Decision Tree,credit,100,0.4,0.8,0.6523369157710572,0.95,0.6407293271700051
650,Random Forest,credit,100,0.4,0.0,0.4567755032989342,0.8717948717948718,0.6870344653452847
651,Neural Net,credit,100,0.4,0.0,0.022165781574694066,0.0,0.03015075376884422
652,AdaBoost,credit,100,0.4,0.0,0.5754688895504615,0.9047619047619048,0.6765010351966874
653,Naive Bayes,credit,100,0.4,0.2857142857142857,0.6745502153898133,0.5,0.6676981261818807
654,QDA,credit,100,0.4,0.2,0.6807010672672085,0.5882352941176471,0.685914943425673
655,XGB,credit,100,0.4,0.0,0.5944476244991413,1.0,0.6828895400687985
656,Nearest Neighbors,credit,100,0.6,0.3076923076923077,0.49435870833873685,0.7246376811594203,0.5654074655307701
657,Decision Tree,credit,100,0.6,0.6666666666666666,0.6500192086054553,0.8727272727272727,0.6205450733752621
658,Random Forest,credit,100,0.6,0.7142857142857143,0.6497392259127093,0.8666666666666667,0.6725620240727094
659,Neural Net,credit,100,0.6,0.0,0.022165781574694066,0.0,0.02259626469910076
660,AdaBoost,credit,100,0.6,0.75,0.7056645686782673,0.9836065573770492,0.7051360253751372
661,Naive Bayes,credit,100,0.6,0.6666666666666666,0.6715141146278871,0.7741935483870968,0.6872389165880609
662,QDA,credit,100,0.6,0.7142857142857143,0.6356654098589583,0.8064516129032258,0.6385625431928127
663,XGB,credit,100,0.6,0.8,0.6737477052189876,1.0,0.6864568734870684
664,Nearest Neighbors,credit,100,0.8,0.5333333333333333,0.5212667591308368,0.7710843373493976,0.5168903285515964
665,Decision Tree,credit,100,0.8,0.5,0.6120873269435569,0.9620253164556962,0.6192123469930815
666,Random Forest,credit,100,0.8,0.5714285714285714,0.6583834684802511,0.9382716049382716,0.6936799184505607
667,Neural Net,credit,100,0.8,0.0,0.030586624058434146,0.09090909090909091,0.05052537446903644
668,AdaBoost,credit,100,0.8,0.6666666666666666,0.6723955579058699,0.925,0.6832120582120582
669,Naive Bayes,credit,100,0.8,0.6666666666666666,0.7216014897579144,0.6956521739130435,0.7033243486073675
670,QDA,credit,100,0.8,0.7058823529411765,0.7189767086674304,0.7142857142857143,0.7074576901618003
671,XGB,credit,100,0.8,0.6666666666666666,0.6761356023047032,1.0,0.6820023526336426
672,Nearest Neighbors,credit,100,1.0,0.5833333333333334,0.512739626304295,0.7450980392156863,0.47180156657963446
673,Decision Tree,credit,100,1.0,0.7368421052631579,0.6603888956830133,0.9494949494949495,0.6423972263496781
674,Random Forest,credit,100,1.0,0.7777777777777778,0.7336963097398669,0.9052631578947369,0.7359071530080531
675,Neural Net,credit,100,1.0,0.0,0.023004370830457786,0.038461538461538464,0.02345366750977236
676,AdaBoost,credit,100,1.0,0.7,0.6980383263408549,0.92,0.7040922190201729
677,Naive Bayes,credit,100,1.0,0.42857142857142855,0.6244976931090936,0.7608695652173914,0.731854080481384
678,QDA,credit,100,1.0,0.631578947368421,0.7017678708685626,0.7708333333333334,0.7453095684803002
679,XGB,credit,100,1.0,0.7368421052631579,0.6836869231691238,1.0,0.6838557066824364
680,Nearest Neighbors,credit,200,0.2,0.0,0.09296206972155228,0.5517241379310345,0.48384166125892275
681,Decision Tree,credit,200,0.2,0.6666666666666666,0.42662116040955633,0.8636363636363636,0.5480497456189938
682,Random Forest,credit,200,0.2,0.0,0.25673469387755105,0.7755102040816326,0.6314002089864159
683,Neural Net,credit,200,0.2,0.0,0.01989819527996298,0.0,0.03060059374286367
684,AdaBoost,credit,200,0.2,0.4,0.44637883008356544,0.782608695652174,0.615634298079524
685,Naive Bayes,credit,200,0.2,0.47058823529411764,0.7162605668821482,0.3333333333333333,0.6478715459297983
686,QDA,credit,200,0.2,0.4,0.5695694309843555,0.449438202247191,0.629697823026102
687,XGB,credit,200,0.2,0.0,0.411147303655447,1.0,0.5881864711578365
688,Nearest Neighbors,credit,200,0.4,0.3076923076923077,0.30514961725817674,0.6666666666666666,0.4331026528258362
689,Decision Tree,credit,200,0.4,0.5,0.6559169171904892,0.8,0.7008840864440079
690,Random Forest,credit,200,0.4,0.5333333333333333,0.6401419908297589,0.8641975308641975,0.7211867630277672
691,Neural Net,credit,200,0.4,0.0,0.021709006928406466,0.43243243243243246,0.5120296113510179
692,AdaBoost,credit,200,0.4,0.47058823529411764,0.67430441898527,0.7906976744186046,0.6977838306301845
693,Naive Bayes,credit,200,0.4,0.5555555555555556,0.7243328513211515,0.6888888888888889,0.741813004271476
694,QDA,credit,200,0.4,0.5882352941176471,0.7310553524145758,0.7415730337078652,0.7325072886297376
695,XGB,credit,200,0.4,0.8,0.6766978446522977,1.0,0.6648807245822171
696,Nearest Neighbors,credit,200,0.6,0.4444444444444444,0.4511425767559232,0.6829268292682927,0.499054820415879
697,Decision Tree,credit,200,0.6,0.64,0.6826053243732231,0.8661417322834646,0.7170130497825036
698,Random Forest,credit,200,0.6,0.47619047619047616,0.6701749395534063,0.8360655737704918,0.730620654133402
699,Neural Net,credit,200,0.6,0.0,0.0221606648199446,0.06153846153846154,0.03980999773806831
700,AdaBoost,credit,200,0.6,0.5454545454545454,0.7045636509207366,0.7903225806451613,0.6953197099538563
701,Naive Bayes,credit,200,0.6,0.64,0.7304625199362041,0.5566037735849056,0.6669382434414209
702,QDA,credit,200,0.6,0.5833333333333334,0.7326959847036328,0.5619047619047619,0.6669962102488054
703,XGB,credit,200,0.6,0.5217391304347826,0.6899563318777293,1.0,0.7100591715976331
704,Nearest Neighbors,credit,200,0.8,0.3448275862068966,0.49894814998143794,0.7692307692307693,0.5406376290974405
705,Decision Tree,credit,200,0.8,0.6666666666666666,0.592572658772874,0.8289473684210527,0.6220472440944882
706,Random Forest,credit,200,0.8,0.48,0.64513375071144,0.8461538461538461,0.7038012796386902
707,Neural Net,credit,200,0.8,0.0,0.022155550426955918,0.024390243902439025,0.023030861354214647
708,AdaBoost,credit,200,0.8,0.6206896551724138,0.6781358325844139,0.8074534161490683,0.7152002008284172
709,Naive Bayes,credit,200,0.8,0.45454545454545453,0.4265682656826568,0.40384615384615385,0.4426318651441001
710,QDA,credit,200,0.8,0.45454545454545453,0.5639849254465017,0.5,0.5744646594751248
711,XGB,credit,200,0.8,0.7333333333333333,0.6685973306471922,1.0,0.6980401645293975
712,Nearest Neighbors,credit,200,1.0,0.6,0.5771953925816338,0.79,0.5637178051511759
713,Decision Tree,credit,200,1.0,0.6511627906976745,0.7042947413516119,0.8295454545454546,0.6747807878549928
714,Random Forest,credit,200,1.0,0.7,0.7276047015862148,0.8955223880597015,0.733364794714488
715,Neural Net,credit,200,1.0,0.0,0.02259626469910076,0.038834951456310676,0.022585849274026272
716,AdaBoost,credit,200,1.0,0.6285714285714286,0.7103009542451676,0.7878787878787878,0.7259103149514109
717,Naive Bayes,credit,200,1.0,0.4,0.4593967517401392,0.48175182481751827,0.4716914366595895
718,QDA,credit,200,1.0,0.7058823529411765,0.7049903501516405,0.6987951807228916,0.6885433014695391
719,XGB,credit,200,1.0,0.7368421052631579,0.710859346751838,1.0,0.7275930929167156
720,Nearest Neighbors,credit,300,0.2,0.0,0.11322367015594959,0.5977011494252874,0.40731672187815066
721,Decision Tree,credit,300,0.2,0.5454545454545454,0.5283646647812344,0.7567567567567568,0.646233483176679
722,Random Forest,credit,300,0.2,0.8,0.45126548196015076,0.7088607594936709,0.6357947434292867
723,Neural Net,credit,300,0.2,0.0,0.01989819527996298,0.3018867924528302,0.3327383077472331
724,AdaBoost,credit,300,0.2,0.6666666666666666,0.5279596977329974,0.7575757575757576,0.6384393063583815
725,Naive Bayes,credit,300,0.2,0.375,0.7186746987951808,0.33519553072625696,0.658011675524963
726,QDA,credit,300,0.2,0.46153846153846156,0.7027270678386297,0.3448275862068966,0.6619578013221045
727,XGB,credit,300,0.2,0.5,0.5114324142568931,1.0,0.5923450789793439
728,Nearest Neighbors,credit,300,0.4,0.2,0.27518260574146425,0.676056338028169,0.42857142857142855
729,Decision Tree,credit,300,0.4,0.5454545454545454,0.5709193524431903,0.6878980891719745,0.671208739574768
730,Random Forest,credit,300,0.4,0.7619047619047619,0.5279237844940867,0.7518796992481203,0.695619803945899
731,Neural Net,credit,300,0.4,0.0,0.020794824399260628,0.14285714285714285,0.10290237467018469
732,AdaBoost,credit,300,0.4,0.6,0.5232867598137059,0.6423357664233577,0.6769581171706947
733,Naive Bayes,credit,300,0.4,0.5909090909090909,0.693480025250248,0.49557522123893805,0.6730858253865383
734,QDA,credit,300,0.4,0.49056603773584906,0.662601960945868,0.466403162055336,0.6565129585997981
735,XGB,credit,300,0.4,0.4,0.5572293834446342,1.0,0.6596733501527021
736,Nearest Neighbors,credit,300,0.6,0.3157894736842105,0.39899808457344926,0.6736842105263158,0.4878173890741216
737,Decision Tree,credit,300,0.6,0.5555555555555556,0.5345071529633706,0.7446808510638298,0.6630630630630631
738,Random Forest,credit,300,0.6,0.42424242424242425,0.5998142989786444,0.7897435897435897,0.7093583565812833
739,Neural Net,credit,300,0.6,0.08,0.022155550426955918,0.535483870967742,0.6573555239608597
740,AdaBoost,credit,300,0.6,0.4444444444444444,0.6185844680532695,0.7593582887700535,0.7057505601194921
741,Naive Bayes,credit,300,0.6,0.6511627906976745,0.716305616811519,0.48,0.46335032518896113
742,QDA,credit,300,0.6,0.6976744186046512,0.7280981595092024,0.5384615384615384,0.4706293706293706
743,XGB,credit,300,0.6,0.6,0.6393535582648143,1.0,0.6834376197165113
744,Nearest Neighbors,credit,300,0.8,0.5098039215686274,0.51699354367158,0.7607843137254902,0.5308304621599145
745,Decision Tree,credit,300,0.8,0.4878048780487805,0.6569799022270505,0.8421052631578947,0.7300344131956805
746,Random Forest,credit,300,0.8,0.7083333333333334,0.7107206518971225,0.8067226890756303,0.7258744728355246
747,Neural Net,credit,300,0.8,0.2,0.11523687580025609,0.6266318537859008,0.6679002413515688
748,AdaBoost,credit,300,0.8,0.7083333333333334,0.7400933796240872,0.7935222672064778,0.739889925819574
749,Naive Bayes,credit,300,0.8,0.6388888888888888,0.6704739174906239,0.6956521739130435,0.7008071249652101
750,QDA,credit,300,0.8,0.6176470588235294,0.6846256092157732,0.7290969899665551,0.7283812620668632
751,XGB,credit,300,0.8,0.6122448979591837,0.7173561933159399,1.0,0.7264455884113492
752,Nearest Neighbors,credit,300,1.0,0.6774193548387096,0.5224637681159421,0.7473309608540926,0.5030907026617888
753,Decision Tree,credit,300,1.0,0.7945205479452054,0.7044534412955465,0.8506493506493507,0.728040155144878
754,Random Forest,credit,300,1.0,0.7575757575757576,0.7157658219947572,0.8096885813148789,0.7382370820668693
755,Neural Net,credit,300,1.0,0.6285714285714286,0.5696955825131609,0.0392156862745098,0.03136704119850187
756,AdaBoost,credit,300,1.0,0.7714285714285715,0.7260324034596175,0.7458745874587459,0.7293027675495902
757,Naive Bayes,credit,300,1.0,0.6545454545454545,0.6347506882838788,0.32608695652173914,0.36789554531490015
758,QDA,credit,300,1.0,0.6896551724137931,0.6435331230283912,0.47342995169082125,0.5322824081838001
759,XGB,credit,300,1.0,0.8,0.7170030155416377,1.0,0.7190140845070423
760,Nearest Neighbors,credit,400,0.2,0.0,0.20870899673892193,0.5294117647058824,0.47908946532556906
761,Decision Tree,credit,400,0.2,0.5,0.4249519482788747,0.5066666666666667,0.6535976344321542
762,Random Forest,credit,400,0.2,0.0,0.3226692836113837,0.6792452830188679,0.6954258088508739
